"timesstamp,brightness,motion_pixels,mode,fps"
2026-01-10 06: 32: 00,147.82,315,DAY,10.02
2026-01-10 06: 32: 00,147.97,1683,DAY,11.05
2026-01-10 06: 32: 00,147.97,0,DAY,9.63
2026-01-10 06: 32: 00,148.08,1401,DAY,11.34
2026-01-10 06: 32: 01,148.16,226,DAY,11.68
2026-01-10 06: 32: 01,148.08,0,DAY,8.45
2026-01-10 06: 32: 01,148.6,12,DAY,9.13
2026-01-10 06: 32: 01,148.43,250,DAY,7.59
2026-01-10 06: 32: 01,148.43,129,DAY,10.15
2026-01-10 06: 32: 01,148.43,0,DAY,5.68
2026-01-10 06: 32: 01,148.65,674,DAY,10.3
2026-01-10 06: 32: 01,148.75,234,DAY,6.84
2026-01-10 06: 32: 02,148.85,252,DAY,10.26
2026-01-10 06: 32: 02,148.85,0,DAY,7.42
2026-01-10 06: 32: 02,148.93,0,DAY,10.16
2026-01-10 06: 32: 02,148.9,91,DAY,7.5
2026-01-10 06: 32: 02,149.13,225,DAY,11.53
2026-01-10 06: 32: 02,148.75,1600,DAY,9.67
2026-01-10 06: 32: 02,148.13,1793,DAY,10.43
2026-01-10 06: 32: 02,144.32,10317,DAY,11.2
2026-01-10 06: 32: 02,144.32,0,DAY,8.69
2026-01-10 06: 32: 02,135.48,21507,DAY,11.4
2026-01-10 06: 32: 03,134.45,23425,DAY,6.85
2026-01-10 06: 32: 03,134.48,9115,DAY,8.24
2026-01-10 06: 32: 03,135.18,5255,DAY,7.09
2026-01-10 06: 32: 04,138.86,9983,DAY,0.81
2026-01-10 06: 32: 05,139.83,18480,DAY,0.82
2026-01-10 06: 32: 05,146.46,23306,DAY,8.1
2026-01-10 06: 32: 06,145.75,6113,DAY,12.81
2026-01-10 06: 32: 06,146.98,8211,DAY,10.62
2026-01-10 06: 32: 06,148.95,10137,DAY,11.69
2026-01-10 06: 32: 06,148.53,5028,DAY,4.99
2026-01-10 06: 32: 06,148.56,5194,DAY,8.39
2026-01-10 06: 32: 06,149.31,1359,DAY,9.26
2026-01-10 06: 32: 06,149.58,59,DAY,9.41
2026-01-10 06: 32: 06,148.49,5749,DAY,12.04
2026-01-10 06: 32: 06,148.49,0,DAY,7.82
2026-01-10 06: 32: 07,151.11,12559,DAY,11.93
2026-01-10 06: 32: 07,152.55,18997,DAY,8.54
2026-01-10 06: 32: 07,154.64,16609,DAY,12.18
2026-01-10 06: 32: 07,155.3,4874,DAY,6.47
2026-01-10 06: 32: 07,155.1,4911,DAY,9.35
2026-01-10 06: 32: 07,154.75,573,DAY,5.84
2026-01-10 06: 32: 07,154.38,1188,DAY,8.09
2026-01-10 06: 32: 07,154.52,70,DAY,7.17
2026-01-10 06: 32: 08,154.45,238,DAY,11.8
2026-01-10 06: 32: 08,154.2,80,DAY,7.33
2026-01-10 06: 32: 08,153.94,2076,DAY,10.35
2026-01-10 06: 32: 08,153.47,1873,DAY,7.7
2026-01-10 06: 32: 08,153.03,981,DAY,11.59
2026-01-10 06: 32: 08,153.03,0,DAY,10.48
2026-01-10 06: 32: 08,152.69,272,DAY,10.42
2026-01-10 06: 32: 08,152.47,3,DAY,11.56
2026-01-10 06: 32: 08,152.39,0,DAY,12.07
2026-01-10 06: 32: 08,152.42,0,DAY,9.47
2026-01-10 06: 32: 09,152.42,0,DAY,10.01
2026-01-10 06: 32: 09,152.43,0,DAY,11.34
2026-01-10 06: 32: 09,152.37,723,DAY,11.45
2026-01-10 06: 32: 09,152.37,10,DAY,8.94
2026-01-10 06: 32: 09,152.17,335,DAY,11.64
2026-01-10 06: 32: 09,152.17,0,DAY,8.81
2026-01-10 06: 32: 09,152.01,0,DAY,12.74
2026-01-10 06: 32: 09,152.12,36,DAY,11.82
2026-01-10 06: 32: 09,152.16,0,DAY,7.42
2026-01-10 06: 32: 09,152.24,24,DAY,11.73
2026-01-10 06: 32: 10,152.24,0,DAY,9.4
2026-01-10 06: 32: 10,152.27,335,DAY,11.6
2026-01-10 06: 32: 10,152.25,12,DAY,11.94
2026-01-10 06: 32: 10,152.17,0,DAY,8.08
2026-01-10 06: 32: 10,152.05,0,DAY,11.82
2026-01-10 06: 32: 10,152.3,0,DAY,8.97
2026-01-10 06: 32: 10,152.32,30,DAY,9.29
2026-01-10 06: 32: 10,152.32,0,DAY,6.49
2026-01-10 06: 32: 10,152.26,29,DAY,9.47
2026-01-10 06: 32: 11,152.15,0,DAY,6.52
2026-01-10 06: 32: 11,152.07,0,DAY,7.56
2026-01-10 06: 32: 11,151.99,42,DAY,8.15
2026-01-10 06: 32: 11,152.06,0,DAY,10.19
2026-01-10 06: 32: 11,152.26,0,DAY,7.35
2026-01-10 06: 32: 11,152.42,0,DAY,9.04
2026-01-10 06: 32: 11,152.58,0,DAY,6.39
2026-01-10 06: 32: 11,152.61,0,DAY,7.64
2026-01-10 06: 32: 12,152.56,0,DAY,9.5
2026-01-10 06: 32: 12,152.45,0,DAY,8.65
2026-01-10 06: 32: 15,152.37,0,DAY,0.34
2026-01-10 06: 32: 15,151.14,3966,DAY,1.63
2026-01-10 06: 32: 15,151.13,2188,DAY,6.43
2026-01-10 06: 32: 16,151.02,64,DAY,5.0
2026-01-10 06: 32: 16,151.02,1085,DAY,5.09
2026-01-10 06: 32: 16,151.17,545,DAY,12.17
2026-01-10 06: 32: 16,151.38,160,DAY,3.77
2026-01-10 06: 32: 16,151.56,0,DAY,4.79
2026-01-10 06: 32: 16,151.9,118,DAY,11.34
2026-01-10 06: 32: 16,152.37,0,DAY,11.04
2026-01-10 06: 32: 17,152.34,0,DAY,12.92
2026-01-10 06: 32: 17,152.34,0,DAY,7.68
2026-01-10 06: 32: 17,152.36,37,DAY,9.44
2026-01-10 06: 32: 17,152.36,0,DAY,9.81
2026-01-10 06: 32: 17,152.38,0,DAY,8.57
2026-01-10 06: 32: 17,152.32,0,DAY,6.3
2026-01-10 06: 32: 17,152.31,0,DAY,8.41
2026-01-10 06: 32: 17,152.27,0,DAY,5.28
2026-01-10 06: 32: 18,152.24,0,DAY,6.62
2026-01-10 06: 32: 18,152.09,484,DAY,10.93
2026-01-10 06: 32: 18,152.09,0,DAY,8.82
2026-01-10 06: 32: 18,152.03,422,DAY,10.79
2026-01-10 06: 32: 19,152.04,920,DAY,0.84
2026-01-10 06: 32: 20,151.92,2409,DAY,1.13
2026-01-10 06: 32: 20,152.23,3285,DAY,7.06
2026-01-10 06: 32: 20,152.23,0,DAY,6.54
2026-01-10 06: 32: 20,152.18,706,DAY,12.38
2026-01-10 06: 32: 20,152.18,0,DAY,11.09
2026-01-10 06: 32: 21,152.27,0,DAY,8.56
2026-01-10 06: 32: 21,152.32,245,DAY,7.02
2026-01-10 06: 32: 21,152.49,89,DAY,8.96
2026-01-10 06: 32: 21,153.35,2918,DAY,8.86
2026-01-10 06: 32: 21,153.71,436,DAY,9.14
2026-01-10 06: 32: 21,153.7,664,DAY,7.14
2026-01-10 06: 32: 21,153.64,52,DAY,9.23
2026-01-10 06: 32: 21,153.48,57,DAY,10.33
2026-01-10 06: 32: 22,153.48,0,DAY,9.72
2026-01-10 06: 32: 22,153.54,1583,DAY,3.11
2026-01-10 06: 32: 22,153.73,0,DAY,6.77
2026-01-10 06: 32: 22,153.94,0,DAY,10.08
2026-01-10 06: 32: 22,154.15,445,DAY,5.37
2026-01-10 06: 32: 22,154.31,476,DAY,8.63
2026-01-10 06: 32: 23,154.44,293,DAY,8.99
2026-01-10 06: 32: 23,154.5,0,DAY,8.43
2026-01-10 06: 32: 23,154.49,34,DAY,11.91
2026-01-10 06: 32: 23,154.42,0,DAY,10.17
2026-01-10 06: 32: 23,154.4,633,DAY,8.48
2026-01-10 06: 32: 23,154.39,259,DAY,11.16
2026-01-10 06: 32: 23,154.39,0,DAY,8.87
2026-01-10 06: 32: 23,154.46,122,DAY,9.47
2026-01-10 06: 32: 23,154.6,562,DAY,9.4
2026-01-10 06: 32: 23,154.77,181,DAY,10.59
2026-01-10 06: 32: 24,154.78,0,DAY,10.45
2026-01-10 06: 32: 24,154.87,0,DAY,8.46
2026-01-10 06: 32: 24,154.94,0,DAY,11.58
2026-01-10 06: 32: 24,154.94,0,DAY,7.65
2026-01-10 06: 32: 24,155.03,0,DAY,10.21
2026-01-10 06: 32: 24,155.1,0,DAY,4.42
2026-01-10 06: 32: 24,155.12,57,DAY,9.57
2026-01-10 06: 32: 24,155.12,0,DAY,7.75
2026-01-10 06: 32: 25,155.14,61,DAY,8.73
2026-01-10 06: 32: 25,155.14,0,DAY,10.23
2026-01-10 06: 32: 25,155.25,0,DAY,12.13
2026-01-10 06: 32: 25,155.47,79,DAY,9.4
2026-01-10 06: 32: 25,155.57,0,DAY,10.83
2026-01-10 06: 32: 25,155.78,9,DAY,8.79
2026-01-10 06: 32: 25,156.02,299,DAY,8.57
2026-01-10 06: 32: 25,156.02,0,DAY,9.05
2026-01-10 06: 32: 25,156.18,64,DAY,9.36
2026-01-10 06: 32: 25,156.47,85,DAY,10.04
2026-01-10 06: 32: 26,156.85,767,DAY,7.3
2026-01-10 06: 32: 26,157.11,256,DAY,10.89
2026-01-10 06: 32: 26,157.17,0,DAY,6.43
2026-01-10 06: 32: 26,157.36,1053,DAY,12.89
2026-01-10 06: 32: 26,157.46,207,DAY,7.73
2026-01-10 06: 32: 26,157.57,1874,DAY,12.25
2026-01-10 06: 32: 28,155.42,11024,DAY,0.62
2026-01-10 06: 32: 29,155.54,21764,DAY,0.69
2026-01-10 06: 32: 29,155.15,1206,DAY,6.35
2026-01-10 06: 32: 29,155.77,415,DAY,7.75
2026-01-10 06: 32: 30,155.65,435,DAY,5.28
2026-01-10 06: 32: 30,155.64,9,DAY,7.33
2026-01-10 06: 32: 30,155.68,0,DAY,6.63
2026-01-10 06: 32: 30,155.76,141,DAY,6.93
2026-01-10 06: 32: 30,155.87,193,DAY,8.29
2026-01-10 06: 32: 30,155.98,281,DAY,8.07
2026-01-10 06: 32: 31,155.99,127,DAY,3.82
2026-01-10 06: 32: 31,156.13,1440,DAY,8.22
2026-01-10 06: 32: 31,156.06,0,DAY,9.88
2026-01-10 06: 32: 31,155.92,203,DAY,9.41
2026-01-10 06: 32: 31,155.92,0,DAY,6.44
2026-01-10 06: 32: 31,155.7,0,DAY,8.27
2026-01-10 06: 32: 31,155.7,0,DAY,7.64
2026-01-10 06: 32: 31,155.73,9,DAY,10.71
2026-01-10 06: 32: 34,155.64,86,DAY,0.34
2026-01-11 11: 19: 52,247.02,0,DAY,1.34
2026-01-11 11: 19: 53,93.99,228738,DAY,3.75
2026-01-11 11: 19: 53,93.87,0,DAY,15.02
2026-01-11 11: 19: 53,93.84,0,DAY,11.62
2026-01-11 11: 19: 53,93.94,821,DAY,21.04
2026-01-11 11: 19: 53,94.17,0,DAY,19.6
2026-01-11 11: 19: 53,94.13,8,DAY,15.5
2026-01-11 11: 19: 53,94.32,28,DAY,17.13
2026-01-11 11: 19: 53,93.75,766,DAY,21.74
2026-01-11 11: 19: 53,93.65,0,DAY,23.5
2026-01-11 11: 19: 53,93.67,26,DAY,20.0
2026-01-11 11: 19: 53,93.65,54,DAY,22.58
2026-01-11 11: 19: 53,93.71,0,DAY,22.45
2026-01-11 11: 19: 53,93.74,0,DAY,20.31
2026-01-11 11: 19: 53,93.68,0,DAY,20.09
2026-01-11 11: 19: 53,93.13,43,DAY,22.22
2026-01-11 11: 19: 53,93.08,0,DAY,21.48
2026-01-11 11: 19: 54,93.04,0,DAY,19.04
2026-01-11 11: 19: 54,93.04,0,DAY,22.43
2026-01-11 11: 19: 54,93.07,0,DAY,17.29
2026-01-11 11: 19: 54,93.1,0,DAY,19.81
2026-01-11 11: 19: 54,93.04,0,DAY,21.98
2026-01-11 11: 19: 54,93.76,0,DAY,18.94
2026-01-11 11: 19: 54,94.3,0,DAY,21.66
2026-01-11 11: 19: 54,95.01,0,DAY,22.69
2026-01-11 11: 19: 54,95.56,0,DAY,21.52
2026-01-11 11: 19: 54,96.25,0,DAY,21.5
2026-01-11 11: 19: 54,96.77,0,DAY,21.0
2026-01-11 11: 19: 54,97.44,0,DAY,15.25
2026-01-11 11: 19: 54,97.21,120,DAY,21.15
2026-01-11 11: 19: 54,97.24,0,DAY,21.91
2026-01-11 11: 19: 54,97.15,0,DAY,22.72
2026-01-11 11: 19: 54,97.17,0,DAY,17.44
2026-01-11 11: 19: 54,97.23,0,DAY,28.57
2026-01-11 11: 19: 54,97.36,35,DAY,27.76
2026-01-11 11: 19: 54,97.62,672,DAY,21.97
2026-01-11 11: 19: 54,97.66,0,DAY,20.0
2026-01-11 11: 19: 54,97.64,0,DAY,19.78
2026-01-11 11: 19: 55,97.6,0,DAY,21.65
2026-01-11 11: 19: 55,97.63,0,DAY,22.3
2026-01-11 11: 19: 55,97.71,82,DAY,21.47
2026-01-11 11: 19: 55,97.75,73,DAY,18.38
2026-01-11 11: 19: 55,97.75,3450,DAY,21.74
2026-01-11 11: 19: 55,97.85,96,DAY,23.81
2026-01-11 11: 19: 55,97.8,457,DAY,21.48
2026-01-11 11: 19: 55,97.62,37,DAY,21.06
2026-01-11 11: 19: 55,97.37,183,DAY,17.86
2026-01-11 11: 19: 55,97.32,650,DAY,25.29
2026-01-11 11: 19: 55,97.46,0,DAY,22.73
2026-01-11 11: 19: 55,97.61,145,DAY,17.11
2026-01-11 11: 19: 55,97.32,640,DAY,9.59
2026-01-11 11: 19: 55,97.35,0,DAY,14.29
2026-01-11 11: 19: 55,111.33,3234,DAY,19.21
2026-01-11 11: 19: 55,112.93,0,DAY,15.7
2026-01-11 11: 19: 55,114.56,0,DAY,19.54
2026-01-11 11: 19: 55,116.03,0,DAY,18.16
2026-01-11 11: 19: 55,118.39,0,DAY,23.81
2026-01-11 11: 19: 56,119.45,0,DAY,11.69
2026-01-11 11: 19: 56,119.96,0,DAY,15.95
2026-01-11 11: 19: 56,120.67,0,DAY,18.34
2026-01-11 11: 19: 56,122.57,0,DAY,14.17
2026-01-11 11: 19: 56,123.28,0,DAY,17.85
2026-01-11 11: 19: 56,123.94,0,DAY,19.88
2026-01-11 11: 19: 56,126.61,3,DAY,19.61
2026-01-11 11: 19: 56,127.11,0,DAY,23.74
2026-01-11 11: 19: 56,127.12,0,DAY,5.97
2026-01-11 11: 19: 56,127.23,305,DAY,8.69
2026-01-11 11: 19: 56,127.32,66,DAY,12.82
2026-01-11 11: 19: 56,127.31,0,DAY,20.6
2026-01-11 11: 19: 56,127.38,0,DAY,22.22
2026-01-11 11: 19: 56,127.38,0,DAY,21.48
2026-01-11 11: 19: 57,127.4,0,DAY,24.39
2026-01-11 11: 19: 57,127.43,0,DAY,26.3
2026-01-11 11: 19: 57,127.48,0,DAY,25.95
2026-01-11 11: 19: 57,127.51,0,DAY,26.31
2026-01-11 11: 19: 57,127.5,0,DAY,21.95
2026-01-11 11: 19: 57,127.49,0,DAY,23.26
2026-01-11 11: 19: 57,127.51,0,DAY,25.28
2026-01-11 11: 19: 57,127.56,0,DAY,27.03
2026-01-11 11: 19: 57,127.57,0,DAY,25.0
2026-01-11 11: 19: 57,127.58,0,DAY,17.68
2026-01-11 11: 19: 57,127.69,310,DAY,27.03
2026-01-11 11: 19: 57,127.72,0,DAY,26.63
2026-01-11 11: 19: 57,127.75,0,DAY,22.22
2026-01-11 11: 19: 57,127.78,0,DAY,26.6
2026-01-11 11: 19: 57,127.83,0,DAY,21.96
2026-01-11 11: 19: 57,127.88,0,DAY,25.64
2026-01-11 11: 19: 57,127.91,0,DAY,24.66
2026-01-11 11: 19: 57,127.97,19,DAY,26.31
2026-01-11 11: 19: 57,127.99,52,DAY,26.31
2026-01-11 11: 19: 57,128.01,184,DAY,23.45
2026-01-11 11: 19: 57,128.02,350,DAY,27.03
2026-01-11 11: 19: 57,128.0,462,DAY,25.94
2026-01-11 11: 19: 57,127.95,478,DAY,27.03
2026-01-11 11: 19: 57,127.9,469,DAY,27.01
2026-01-11 11: 19: 57,127.84,467,DAY,21.04
2026-01-11 11: 19: 58,127.5,6957,DAY,24.39
2026-01-11 11: 19: 58,127.4,434,DAY,24.67
2026-01-11 11: 19: 58,127.34,285,DAY,26.31
2026-01-11 11: 19: 58,127.29,179,DAY,27.76
2026-01-11 11: 19: 58,127.22,87,DAY,27.36
2026-01-11 11: 19: 58,127.15,34,DAY,24.39
2026-01-11 11: 19: 58,127.09,16,DAY,28.1
2026-01-11 11: 19: 58,127.05,0,DAY,29.41
2026-01-11 11: 19: 58,127.01,0,DAY,30.3
2026-01-11 11: 19: 58,126.96,0,DAY,28.95
2026-01-11 11: 19: 58,126.91,0,DAY,27.03
2026-01-11 11: 19: 58,126.88,0,DAY,26.32
2026-01-11 11: 19: 58,126.84,0,DAY,24.07
2026-01-11 11: 19: 58,126.79,0,DAY,28.57
2026-01-11 11: 19: 58,126.72,0,DAY,29.4
2026-01-11 11: 19: 58,126.68,0,DAY,28.95
2026-01-11 11: 19: 58,126.67,0,DAY,27.78
2026-01-11 11: 19: 58,126.68,0,DAY,24.38
2026-01-11 11: 19: 58,126.66,0,DAY,29.82
2026-01-11 11: 19: 58,126.64,0,DAY,30.3
2026-01-11 11: 19: 58,126.63,6,DAY,28.95
2026-01-11 11: 19: 58,126.63,32,DAY,28.57
2026-01-11 11: 19: 58,126.68,104,DAY,27.78
2026-01-11 11: 19: 58,126.73,243,DAY,26.62
2026-01-11 11: 19: 58,126.79,461,DAY,23.81
2026-01-11 11: 19: 58,127.2,7893,DAY,38.46
2026-01-11 11: 19: 58,127.28,835,DAY,33.85
2026-01-11 11: 19: 58,127.34,804,DAY,32.26
2026-01-11 11: 19: 59,127.41,3378,DAY,15.74
2026-01-11 11: 19: 59,127.41,0,DAY,31.25
2026-01-11 11: 19: 59,127.44,417,DAY,37.04
2026-01-11 11: 19: 59,127.47,348,DAY,39.98
2026-01-11 11: 19: 59,127.5,324,DAY,33.84
2026-01-11 11: 19: 59,127.51,337,DAY,33.33
2026-01-11 11: 19: 59,127.54,314,DAY,30.3
2026-01-11 11: 19: 59,127.59,308,DAY,31.69
2026-01-11 11: 19: 59,127.64,341,DAY,30.3
2026-01-11 11: 19: 59,127.7,389,DAY,27.03
2026-01-11 11: 19: 59,127.73,414,DAY,35.03
2026-01-11 11: 19: 59,127.78,507,DAY,33.33
2026-01-11 11: 19: 59,127.91,2668,DAY,16.43
2026-01-11 11: 19: 59,128.0,842,DAY,26.65
2026-01-11 11: 19: 59,128.0,0,DAY,27.94
2026-01-11 11: 19: 59,128.07,893,DAY,38.43
2026-01-11 11: 19: 59,128.15,906,DAY,35.03
2026-01-11 11: 19: 59,128.23,839,DAY,37.05
2026-01-11 11: 19: 59,128.32,646,DAY,38.46
2026-01-11 11: 19: 59,128.41,490,DAY,33.84
2026-01-11 11: 19: 59,128.51,348,DAY,30.3
2026-01-11 11: 19: 59,128.62,247,DAY,28.57
2026-01-11 11: 19: 59,128.69,77,DAY,22.96
2026-01-11 11: 19: 59,128.7,0,DAY,30.31
2026-01-11 11: 19: 59,128.69,196,DAY,18.68
2026-01-11 11: 19: 59,128.68,11,DAY,25.0
2026-01-11 11: 19: 59,128.65,31,DAY,23.8
2026-01-11 11: 19: 59,128.65,0,DAY,29.82
2026-01-11 11: 20: 00,128.61,30,DAY,27.78
2026-01-11 11: 20: 00,128.56,81,DAY,25.63
2026-01-11 11: 20: 00,128.5,165,DAY,26.64
2026-01-11 11: 20: 00,128.46,239,DAY,26.32
2026-01-11 11: 20: 00,128.44,290,DAY,27.37
2026-01-11 11: 20: 00,128.42,337,DAY,22.73
2026-01-11 11: 20: 00,128.37,364,DAY,28.55
2026-01-11 11: 20: 00,128.31,363,DAY,30.75
2026-01-11 11: 20: 00,128.23,1345,DAY,35.71
2026-01-11 11: 20: 00,128.19,187,DAY,29.41
2026-01-11 11: 20: 00,128.14,175,DAY,33.85
2026-01-11 11: 20: 00,128.14,0,DAY,26.32
2026-01-11 11: 20: 00,128.05,111,DAY,34.48
2026-01-11 11: 20: 00,127.99,63,DAY,30.73
2026-01-11 11: 20: 00,127.94,42,DAY,34.49
2026-01-11 11: 20: 00,127.91,23,DAY,30.3
2026-01-11 11: 20: 00,127.88,51,DAY,31.7
2026-01-11 11: 20: 00,127.86,247,DAY,30.3
2026-01-11 11: 20: 00,127.84,604,DAY,33.34
2026-01-11 11: 20: 00,127.81,1194,DAY,37.01
2026-01-11 11: 20: 00,127.69,3874,DAY,37.69
2026-01-11 11: 20: 00,127.65,213,DAY,40.0
2026-01-11 11: 20: 00,127.63,177,DAY,39.99
2026-01-11 11: 20: 00,127.63,147,DAY,40.74
2026-01-11 11: 20: 00,127.63,0,DAY,40.77
2026-01-11 11: 20: 00,127.58,116,DAY,40.0
2026-01-11 11: 20: 00,127.51,153,DAY,31.25
2026-01-11 11: 20: 00,127.53,133,DAY,30.73
2026-01-11 11: 20: 00,127.64,72,DAY,32.26
2026-01-11 11: 20: 00,127.72,83,DAY,31.25
2026-01-11 11: 20: 00,127.73,6,DAY,29.81
2026-01-11 11: 20: 00,127.69,0,DAY,35.52
2026-01-11 11: 20: 01,127.75,50,DAY,15.07
2026-01-11 11: 20: 01,127.89,250,DAY,31.21
2026-01-11 11: 20: 01,127.95,393,DAY,32.26
2026-01-11 11: 20: 01,127.89,655,DAY,33.32
2026-01-11 11: 20: 01,127.85,988,DAY,28.95
2026-01-11 11: 20: 01,127.85,0,DAY,38.46
2026-01-11 11: 20: 01,127.94,616,DAY,41.67
2026-01-11 11: 20: 01,128.05,0,DAY,28.94
2026-01-11 11: 20: 01,128.06,0,DAY,25.64
2026-01-11 11: 20: 01,127.99,0,DAY,37.04
2026-01-11 11: 20: 01,127.91,0,DAY,29.81
2026-01-11 11: 20: 01,127.89,0,DAY,35.72
2026-01-11 11: 20: 01,128.0,4,DAY,15.79
2026-01-11 11: 20: 01,127.97,0,DAY,27.03
2026-01-11 11: 20: 01,127.89,0,DAY,29.67
2026-01-11 11: 20: 01,127.84,0,DAY,36.31
2026-01-11 11: 20: 01,127.85,0,DAY,29.41
2026-01-11 11: 20: 01,127.92,257,DAY,33.33
2026-01-11 11: 20: 01,127.92,0,DAY,32.24
2026-01-11 11: 20: 01,127.95,1057,DAY,28.14
2026-01-11 11: 20: 01,127.8,1494,DAY,29.41
2026-01-11 11: 20: 01,127.78,845,DAY,34.46
2026-01-11 11: 20: 01,127.81,173,DAY,29.82
2026-01-11 11: 20: 01,127.79,41,DAY,35.71
2026-01-11 11: 20: 01,127.84,209,DAY,21.9
2026-01-11 11: 20: 01,127.86,0,DAY,31.25
2026-01-11 11: 20: 01,127.87,212,DAY,23.81
2026-01-11 11: 20: 01,127.89,163,DAY,33.85
2026-01-11 11: 20: 01,127.93,0,DAY,28.57
2026-01-11 11: 20: 02,127.98,0,DAY,37.04
2026-01-11 11: 20: 02,127.98,0,DAY,37.0
2026-01-11 11: 20: 02,128.0,0,DAY,37.69
2026-01-11 11: 20: 02,127.98,0,DAY,32.26
2026-01-11 11: 20: 02,127.95,0,DAY,34.49
2026-01-11 11: 20: 02,127.95,0,DAY,37.65
2026-01-11 11: 20: 02,127.97,0,DAY,34.48
2026-01-11 11: 20: 02,127.94,0,DAY,16.45
2026-01-11 11: 20: 02,127.91,0,DAY,28.93
2026-01-11 11: 20: 02,127.92,0,DAY,32.26
2026-01-11 11: 20: 02,127.92,0,DAY,26.63
2026-01-11 11: 20: 02,127.92,0,DAY,34.46
2026-01-11 11: 20: 02,127.92,0,DAY,32.25
2026-01-11 11: 20: 02,127.91,0,DAY,31.24
2026-01-11 11: 20: 02,127.91,0,DAY,37.68
2026-01-11 11: 20: 02,127.89,0,DAY,38.46
2026-01-11 11: 20: 02,127.89,0,DAY,37.04
2026-01-11 11: 20: 02,127.88,0,DAY,28.93
2026-01-11 11: 20: 02,127.8,82,DAY,32.26
2026-01-11 11: 20: 02,127.62,2009,DAY,15.62
2026-01-11 11: 20: 02,127.62,142,DAY,27.37
2026-01-11 11: 20: 02,127.65,0,DAY,37.85
2026-01-11 11: 20: 02,127.68,0,DAY,31.22
2026-01-11 11: 20: 02,127.68,0,DAY,25.95
2026-01-11 11: 20: 02,127.66,0,DAY,29.42
2026-01-11 11: 20: 02,127.62,106,DAY,38.43
2026-01-11 11: 20: 02,127.59,110,DAY,33.86
2026-01-11 11: 20: 02,127.59,0,DAY,33.33
2026-01-11 11: 20: 02,127.59,0,DAY,29.36
2026-01-11 11: 20: 02,127.58,0,DAY,30.74
2026-01-11 11: 20: 02,127.6,188,DAY,35.72
2026-01-11 11: 20: 03,127.72,1319,DAY,20.35
2026-01-11 11: 20: 03,127.71,222,DAY,25.29
2026-01-11 11: 20: 03,127.69,110,DAY,38.46
2026-01-11 11: 20: 03,127.63,0,DAY,32.24
2026-01-11 11: 20: 03,127.53,336,DAY,27.36
2026-01-11 11: 20: 03,127.47,1246,DAY,23.81
2026-01-11 11: 20: 03,127.42,392,DAY,35.03
2026-01-11 11: 20: 03,127.4,25,DAY,37.04
2026-01-11 11: 20: 03,127.4,0,DAY,35.71
2026-01-11 11: 20: 03,127.4,0,DAY,35.71
2026-01-11 11: 20: 03,127.42,415,DAY,36.31
2026-01-11 11: 20: 03,127.48,1040,DAY,38.46
2026-01-11 11: 20: 03,127.39,972,DAY,17.0
2026-01-11 11: 20: 03,127.36,0,DAY,30.74
2026-01-11 11: 20: 03,127.32,367,DAY,31.25
2026-01-11 11: 20: 03,127.22,1393,DAY,30.68
2026-01-11 11: 20: 03,127.15,386,DAY,31.72
2026-01-11 11: 20: 03,127.12,26,DAY,29.41
2026-01-11 11: 20: 03,127.12,0,DAY,30.28
2026-01-11 11: 20: 03,127.15,0,DAY,33.85
2026-01-11 11: 20: 03,127.13,0,DAY,32.26
2026-01-11 11: 20: 03,127.13,0,DAY,38.46
2026-01-11 11: 20: 03,127.06,0,DAY,40.74
2026-01-11 11: 20: 03,127.04,0,DAY,29.41
2026-01-11 11: 20: 03,127.1,0,DAY,14.57
2026-01-11 11: 20: 03,127.11,0,DAY,40.0
2026-01-11 11: 20: 03,127.09,0,DAY,34.48
2026-01-11 11: 20: 03,127.07,0,DAY,29.39
2026-01-11 11: 20: 03,127.1,0,DAY,25.29
2026-01-11 11: 20: 04,127.12,0,DAY,41.66
2026-01-11 11: 20: 04,127.15,0,DAY,31.24
2026-01-11 11: 20: 04,127.16,0,DAY,28.14
2026-01-11 11: 20: 04,127.15,0,DAY,27.77
2026-01-11 11: 20: 04,127.17,0,DAY,37.01
2026-01-11 11: 20: 04,127.17,0,DAY,40.73
2026-01-11 11: 20: 04,127.19,0,DAY,38.46
2026-01-11 11: 20: 04,127.23,0,DAY,15.77
2026-01-11 11: 20: 04,127.25,0,DAY,32.26
2026-01-11 11: 20: 04,127.25,0,DAY,34.48
2026-01-11 11: 20: 04,127.24,0,DAY,30.29
2026-01-11 11: 20: 04,127.28,0,DAY,27.34
2026-01-11 11: 20: 04,127.3,0,DAY,38.46
2026-01-11 11: 20: 04,127.4,415,DAY,30.29
2026-01-11 11: 20: 04,127.5,812,DAY,29.82
2026-01-11 11: 20: 04,127.53,570,DAY,29.41
2026-01-11 11: 20: 04,127.53,102,DAY,33.31
2026-01-11 11: 20: 04,127.53,29,DAY,30.73
2026-01-11 11: 20: 04,127.53,0,DAY,37.03
2026-01-11 11: 20: 04,127.52,0,DAY,20.5
2026-01-11 11: 20: 04,127.53,76,DAY,28.15
2026-01-11 11: 20: 04,127.52,577,DAY,29.41
2026-01-11 11: 20: 04,127.48,696,DAY,32.2
2026-01-11 11: 20: 04,127.46,285,DAY,32.75
2026-01-11 11: 20: 04,127.45,42,DAY,32.26
2026-01-11 11: 20: 04,127.43,0,DAY,30.29
2026-01-11 11: 20: 04,127.43,0,DAY,30.73
